Order_ID,Date,Month,Year,Customer_ID,Product_ID,Category,Quantity,Unit_Price,Discount,Sales_Amount
246,2025-02-20,2,2025,C128,P097,B Formulations,1,22.48,0.05,21.36
246,2025-02-20,2,2025,C128,P234,D3 Formulations,5,33.27,0.05,158.03
246,2025-02-20,2,2025,C128,P125,Minerals,5,30.74,0.05,146.01
246,2025-02-20,2,2025,C128,P161,Essential Fatty Acids,1,7.04,0.05,6.69
246,2025-02-20,2,2025,C128,P122,Minerals,1,18.42,0.05,17.5
246,2025-02-20,2,2025,C128,P058,Multiple Formulas,1,32.82,0.05,31.18
246,2025-02-20,2,2025,C128,P015,Nutritional Accessories,2,34.18,0.05,64.94
247,2025-06-27,6,2025,C104,P220,Essential Fatty Acids,1,17.56,0.12,15.45
247,2025-06-27,6,2025,C104,P244,Multiple Formulas,1,11.68,0.12,10.28
247,2025-06-27,6,2025,C104,P204,Multiple Formulas,1,18.17,0.12,15.99
247,2025-06-27,6,2025,C104,P124,Essential Fatty Acids,3,33.94,0.12,89.6
247,2025-06-27,6,2025,C104,P016,Minerals,2,33.91,0.12,59.68
247,2025-06-27,6,2025,C104,P098,D3 Formulations,1,8.72,0.12,7.67
247,2025-06-27,6,2025,C104,P114,Herbs,1,24.72,0.12,21.75
247,2025-06-27,6,2025,C104,P178,C Formulations,1,21.68,0.12,19.08
248,2025-02-25,2,2025,C073,P097,B Formulations,2,22.48,0.2,35.97
248,2025-02-25,2,2025,C073,P226,B Formulations,1,20.59,0.2,16.47
248,2025-02-25,2,2025,C073,P033,D3 Formulations,1,28.09,0.2,22.47
248,2025-02-25,2,2025,C073,P023,B Formulations,5,20.58,0.2,82.32
248,2025-02-25,2,2025,C073,P161,Essential Fatty Acids,3,7.04,0.2,16.9
248,2025-02-25,2,2025,C073,P056,D3 Formulations,5,15.89,0.2,63.56
248,2025-02-25,2,2025,C073,P093,B Formulations,1,27.65,0.2,22.12
248,2025-02-25,2,2025,C073,P067,D3 Formulations,2,32.02,0.2,51.23
249,2025-06-17,6,2025,C173,P136,Minerals,1,23.84,0.2,19.07
249,2025-06-17,6,2025,C173,P125,Minerals,4,30.74,0.2,98.37
249,2025-06-17,6,2025,C173,P153,Multiple Formulas,5,24.85,0.2,99.4
249,2025-06-17,6,2025,C173,P117,Multiple Formulas,1,33.66,0.2,26.93
249,2025-06-17,6,2025,C173,P183,Herbs,5,15.37,0.2,61.48
249,2025-06-17,6,2025,C173,P223,Herbs,2,7.31,0.2,11.7
249,2025-06-17,6,2025,C173,P076,B Formulations,6,24.62,0.2,118.18
249,2025-06-17,6,2025,C173,P124,Essential Fatty Acids,2,33.94,0.2,54.3
250,2025-06-04,6,2025,C168,P107,Herbs,2,20.58,0.05,39.1
250,2025-06-04,6,2025,C168,P094,Herbs,1,24.84,0.05,23.6
250,2025-06-04,6,2025,C168,P169,Essential Fatty Acids,3,16.45,0.05,46.88
250,2025-06-04,6,2025,C168,P001,Essential Fatty Acids,1,18.39,0.05,17.47
250,2025-06-04,6,2025,C168,P030,D3 Formulations,4,34.58,0.05,131.4
251,2025-06-11,6,2025,C057,P089,D3 Formulations,2,12.5,0.12,22.0
251,2025-06-11,6,2025,C057,P068,Multiple Formulas,3,32.11,0.12,84.77
251,2025-06-11,6,2025,C057,P088,Multiple Formulas,1,24.91,0.12,21.92
252,2025-07-13,7,2025,C019,P244,Multiple Formulas,1,11.68,0.12,10.28
252,2025-07-13,7,2025,C019,P068,Multiple Formulas,2,32.11,0.12,56.51
252,2025-07-13,7,2025,C019,P029,Nutritional Accessories,1,20.19,0.12,17.77
252,2025-07-13,7,2025,C019,P217,D3 Formulations,1,19.73,0.12,17.36
252,2025-07-13,7,2025,C019,P111,Nutritional Accessories,1,26.95,0.12,23.72
252,2025-07-13,7,2025,C019,P202,Nutritional Accessories,2,22.08,0.12,38.86
252,2025-07-13,7,2025,C019,P145,Nutritional Accessories,2,14.51,0.12,25.54
252,2025-07-13,7,2025,C019,P241,B Formulations,1,17.2,0.12,15.14
253,2025-02-09,2,2025,C173,P024,Nutritional Accessories,3,7.49,0.15,19.1
253,2025-02-09,2,2025,C173,P058,Multiple Formulas,3,32.82,0.15,83.69
254,2025-11-03,11,2025,C029,P060,Minerals,6,13.48,0.12,71.17
254,2025-11-03,11,2025,C029,P187,B Formulations,4,8.28,0.12,29.15
255,2025-10-28,10,2025,C073,P089,D3 Formulations,1,12.5,0.12,11.0
255,2025-10-28,10,2025,C073,P216,Minerals,2,20.26,0.12,35.66
255,2025-10-28,10,2025,C073,P135,Essential Fatty Acids,1,8.82,0.12,7.76
256,2025-03-07,3,2025,C064,P151,C Formulations,1,20.54,0.15,17.46
257,2025-03-12,3,2025,C094,P048,Essential Fatty Acids,1,20.85,0.1,18.76
257,2025-03-12,3,2025,C094,P220,Essential Fatty Acids,1,17.56,0.1,15.8
258,2025-12-30,12,2025,C138,P035,Herbs,4,27.12,0.12,95.46
258,2025-12-30,12,2025,C138,P211,Essential Fatty Acids,1,7.18,0.12,6.32
258,2025-12-30,12,2025,C138,P057,Nutritional Accessories,2,9.29,0.12,16.35
259,2025-12-05,12,2025,C096,P060,Minerals,1,13.48,0.0,13.48
259,2025-12-05,12,2025,C096,P247,Multiple Formulas,1,6.53,0.0,6.53
259,2025-12-05,12,2025,C096,P179,Multiple Formulas,1,24.49,0.0,24.49
260,2025-08-04,8,2025,C147,P198,D3 Formulations,4,25.15,0.05,95.57
260,2025-08-04,8,2025,C147,P202,Nutritional Accessories,3,22.08,0.05,62.93
260,2025-08-04,8,2025,C147,P142,Multiple Formulas,3,26.21,0.05,74.7
260,2025-08-04,8,2025,C147,P141,Nutritional Accessories,5,27.48,0.05,130.53
261,2025-10-31,10,2025,C098,P243,D3 Formulations,2,32.26,0.12,56.78
262,2025-10-28,10,2025,C041,P089,D3 Formulations,4,12.5,0.12,44.0
262,2025-10-28,10,2025,C041,P074,B Formulations,2,31.73,0.12,55.84
263,2025-03-08,3,2025,C151,P171,Nutritional Accessories,2,21.15,0.12,37.22
263,2025-03-08,3,2025,C151,P077,D3 Formulations,4,8.44,0.12,29.71
263,2025-03-08,3,2025,C151,P206,Minerals,2,16.32,0.12,28.72
263,2025-03-08,3,2025,C151,P193,Multiple Formulas,3,11.03,0.12,29.12
264,2025-03-16,3,2025,C038,P044,Nutritional Accessories,4,7.18,0.0,28.72
265,2025-02-03,2,2025,C156,P225,B Formulations,2,24.15,0.2,38.64
265,2025-02-03,2,2025,C156,P197,B Formulations,1,26.72,0.2,21.38
266,2025-05-25,5,2025,C159,P173,C Formulations,3,12.26,0.1,33.1
266,2025-05-25,5,2025,C159,P153,Multiple Formulas,6,24.85,0.1,134.19
266,2025-05-25,5,2025,C159,P069,D3 Formulations,1,24.36,0.1,21.92
266,2025-05-25,5,2025,C159,P072,B Formulations,5,27.05,0.1,121.72
266,2025-05-25,5,2025,C159,P162,Multiple Formulas,2,19.5,0.1,35.1
266,2025-05-25,5,2025,C159,P084,Nutritional Accessories,3,6.15,0.1,16.61
266,2025-05-25,5,2025,C159,P004,Essential Fatty Acids,5,6.2,0.1,27.9
266,2025-05-25,5,2025,C159,P115,Essential Fatty Acids,2,11.14,0.1,20.05
267,2025-08-17,8,2025,C130,P214,Essential Fatty Acids,3,19.75,0.0,59.25
267,2025-08-17,8,2025,C130,P150,Nutritional Accessories,5,20.83,0.0,104.15
268,2025-01-22,1,2025,C042,P189,Essential Fatty Acids,2,33.92,0.0,67.84
269,2025-05-25,5,2025,C088,P019,Nutritional Accessories,1,14.73,0.12,12.96
270,2025-10-12,10,2025,C009,P090,B Formulations,1,26.65,0.05,25.32
270,2025-10-12,10,2025,C009,P154,C Formulations,4,26.36,0.05,100.17
271,2025-07-12,7,2025,C057,P053,C Formulations,2,17.22,0.05,32.72
271,2025-07-12,7,2025,C057,P009,Essential Fatty Acids,1,15.79,0.05,15.0
272,2025-06-06,6,2025,C174,P047,Nutritional Accessories,6,6.48,0.12,34.21
272,2025-06-06,6,2025,C174,P103,B Formulations,5,17.4,0.12,76.56
272,2025-06-06,6,2025,C174,P228,Herbs,3,25.1,0.12,66.26
272,2025-06-06,6,2025,C174,P059,C Formulations,2,31.44,0.12,55.33
273,2025-08-06,8,2025,C047,P226,B Formulations,3,20.59,0.0,61.77
273,2025-08-06,8,2025,C047,P007,Minerals,3,12.44,0.0,37.32
273,2025-08-06,8,2025,C047,P237,Herbs,1,24.66,0.0,24.66
274,2025-09-17,9,2025,C179,P165,B Formulations,3,23.13,0.12,61.06
275,2025-08-10,8,2025,C022,P090,B Formulations,1,26.65,0.1,23.98
276,2025-12-05,12,2025,C013,P055,Essential Fatty Acids,4,9.99,0.1,35.96
276,2025-12-05,12,2025,C013,P017,D3 Formulations,1,13.3,0.1,11.97
276,2025-12-05,12,2025,C013,P092,D3 Formulations,3,15.44,0.1,41.69
276,2025-12-05,12,2025,C013,P246,Herbs,2,8.92,0.1,16.06
276,2025-12-05,12,2025,C013,P225,B Formulations,3,24.15,0.1,65.2
277,2025-06-26,6,2025,C100,P117,Multiple Formulas,3,33.66,0.1,90.88
277,2025-06-26,6,2025,C100,P236,D3 Formulations,3,17.26,0.1,46.6
278,2025-03-23,3,2025,C023,P228,Herbs,2,25.1,0.12,44.18
278,2025-03-23,3,2025,C023,P175,Nutritional Accessories,1,8.48,0.12,7.46
279,2025-12-06,12,2025,C065,P077,D3 Formulations,5,8.44,0.1,37.98
279,2025-12-06,12,2025,C065,P117,Multiple Formulas,1,33.66,0.1,30.29
280,2025-04-11,4,2025,C168,P166,Multiple Formulas,2,6.88,0.1,12.38
280,2025-04-11,4,2025,C168,P239,C Formulations,2,21.82,0.1,39.28
281,2025-06-07,6,2025,C164,P012,Essential Fatty Acids,4,21.04,0.0,84.16
281,2025-06-07,6,2025,C164,P174,D3 Formulations,1,24.06,0.0,24.06
281,2025-06-07,6,2025,C164,P103,B Formulations,2,17.4,0.0,34.8
281,2025-06-07,6,2025,C164,P099,Herbs,1,16.66,0.0,16.66
281,2025-06-07,6,2025,C164,P043,B Formulations,2,11.41,0.0,22.82
282,2025-08-05,8,2025,C128,P036,Minerals,1,16.67,0.12,14.67
282,2025-08-05,8,2025,C128,P214,Essential Fatty Acids,1,19.75,0.12,17.38
282,2025-08-05,8,2025,C128,P097,B Formulations,2,22.48,0.12,39.56
282,2025-08-05,8,2025,C128,P119,Nutritional Accessories,3,16.73,0.12,44.17
282,2025-08-05,8,2025,C128,P012,Essential Fatty Acids,5,21.04,0.12,92.58
282,2025-08-05,8,2025,C128,P093,B Formulations,6,27.65,0.12,145.99
282,2025-08-05,8,2025,C128,P176,Herbs,5,7.5,0.12,33.0
282,2025-08-05,8,2025,C128,P120,Minerals,2,6.45,0.12,11.35
282,2025-08-05,8,2025,C128,P238,Herbs,3,19.29,0.12,50.93
282,2025-08-05,8,2025,C128,P111,Nutritional Accessories,1,26.95,0.12,23.72
283,2025-10-06,10,2025,C054,P110,Essential Fatty Acids,1,11.66,0.1,10.49
284,2025-04-06,4,2025,C088,P204,Multiple Formulas,2,18.17,0.12,31.98
285,2025-04-27,4,2025,C164,P165,B Formulations,6,23.13,0.05,131.84
285,2025-04-27,4,2025,C164,P139,Essential Fatty Acids,3,21.03,0.05,59.94
285,2025-04-27,4,2025,C164,P199,Minerals,6,14.12,0.05,80.48
285,2025-04-27,4,2025,C164,P249,Multiple Formulas,3,25.81,0.05,73.56
285,2025-04-27,4,2025,C164,P088,Multiple Formulas,4,24.91,0.05,94.66
286,2025-07-18,7,2025,C164,P246,Herbs,1,8.92,0.1,8.03
286,2025-07-18,7,2025,C164,P162,Multiple Formulas,1,19.5,0.1,17.55
286,2025-07-18,7,2025,C164,P247,Multiple Formulas,2,6.53,0.1,11.75
287,2025-04-04,4,2025,C115,P211,Essential Fatty Acids,2,7.18,0.1,12.92
287,2025-04-04,4,2025,C115,P051,Essential Fatty Acids,1,11.06,0.1,9.95
287,2025-04-04,4,2025,C115,P233,D3 Formulations,1,22.99,0.1,20.69
287,2025-04-04,4,2025,C115,P022,Minerals,1,23.68,0.1,21.31
287,2025-04-04,4,2025,C115,P234,D3 Formulations,1,33.27,0.1,29.94
287,2025-04-04,4,2025,C115,P174,D3 Formulations,1,24.06,0.1,21.65
287,2025-04-04,4,2025,C115,P123,B Formulations,3,34.03,0.1,91.88
287,2025-04-04,4,2025,C115,P026,Herbs,3,32.34,0.1,87.32
288,2025-05-13,5,2025,C166,P193,Multiple Formulas,1,11.03,0.15,9.38
288,2025-05-13,5,2025,C166,P121,Nutritional Accessories,3,32.92,0.15,83.95
288,2025-05-13,5,2025,C166,P052,Herbs,1,26.04,0.15,22.13
288,2025-05-13,5,2025,C166,P230,Minerals,2,8.05,0.15,13.68
289,2025-05-25,5,2025,C057,P035,Herbs,1,27.12,0.1,24.41
289,2025-05-25,5,2025,C057,P183,Herbs,3,15.37,0.1,41.5
289,2025-05-25,5,2025,C057,P075,Minerals,4,28.62,0.1,103.03
289,2025-05-25,5,2025,C057,P210,Minerals,2,7.33,0.1,13.19
290,2025-07-24,7,2025,C009,P221,C Formulations,1,23.86,0.12,21.0
290,2025-07-24,7,2025,C009,P039,Multiple Formulas,3,21.54,0.12,56.87
290,2025-07-24,7,2025,C009,P147,C Formulations,2,29.49,0.12,51.9
290,2025-07-24,7,2025,C009,P208,D3 Formulations,1,6.42,0.12,5.65
290,2025-07-24,7,2025,C009,P165,B Formulations,1,23.13,0.12,20.35
290,2025-07-24,7,2025,C009,P023,B Formulations,3,20.58,0.12,54.33
290,2025-07-24,7,2025,C009,P007,Minerals,3,12.44,0.12,32.84
290,2025-07-24,7,2025,C009,P066,B Formulations,4,8.7,0.12,30.62
290,2025-07-24,7,2025,C009,P072,B Formulations,4,27.05,0.12,95.22
290,2025-07-24,7,2025,C009,P091,Nutritional Accessories,5,12.88,0.12,56.67
291,2025-02-15,2,2025,C020,P027,Herbs,2,12.95,0.2,20.72
291,2025-02-15,2,2025,C020,P083,Minerals,5,25.24,0.2,100.96
291,2025-02-15,2,2025,C020,P011,C Formulations,6,15.37,0.2,73.78
292,2025-12-27,12,2025,C114,P019,Nutritional Accessories,2,14.73,0.12,25.92
293,2025-09-20,9,2025,C053,P022,Minerals,3,23.68,0.0,71.04
293,2025-09-20,9,2025,C053,P041,C Formulations,3,30.22,0.0,90.66
293,2025-09-20,9,2025,C053,P200,C Formulations,1,33.69,0.0,33.69
294,2025-11-03,11,2025,C131,P071,B Formulations,1,16.13,0.12,14.19
294,2025-11-03,11,2025,C131,P215,C Formulations,2,8.84,0.12,15.56
294,2025-11-03,11,2025,C131,P023,B Formulations,4,20.58,0.12,72.44
294,2025-11-03,11,2025,C131,P072,B Formulations,6,27.05,0.12,142.82
295,2025-11-06,11,2025,C040,P245,Essential Fatty Acids,1,8.01,0.0,8.01
295,2025-11-06,11,2025,C040,P175,Nutritional Accessories,2,8.48,0.0,16.96
296,2025-03-27,3,2025,C155,P182,Essential Fatty Acids,3,20.97,0.1,56.62
296,2025-03-27,3,2025,C155,P136,Minerals,1,23.84,0.1,21.46
296,2025-03-27,3,2025,C155,P144,Nutritional Accessories,2,16.43,0.1,29.57
296,2025-03-27,3,2025,C155,P244,Multiple Formulas,10,11.68,0.1,105.12
297,2025-11-11,11,2025,C043,P236,D3 Formulations,5,17.26,0.15,73.36
297,2025-11-11,11,2025,C043,P211,Essential Fatty Acids,3,7.18,0.15,18.31
297,2025-11-11,11,2025,C043,P104,D3 Formulations,2,31.87,0.15,54.18
297,2025-11-11,11,2025,C043,P143,D3 Formulations,3,26.37,0.15,67.24
297,2025-11-11,11,2025,C043,P182,Essential Fatty Acids,3,20.97,0.15,53.47
297,2025-11-11,11,2025,C043,P124,Essential Fatty Acids,3,33.94,0.15,86.55
297,2025-11-11,11,2025,C043,P063,Minerals,3,22.1,0.15,56.36
297,2025-11-11,11,2025,C043,P237,Herbs,4,24.66,0.15,83.84
298,2025-03-16,3,2025,C055,P077,D3 Formulations,2,8.44,0.1,15.19
298,2025-03-16,3,2025,C055,P091,Nutritional Accessories,2,12.88,0.1,23.18
298,2025-03-16,3,2025,C055,P035,Herbs,2,27.12,0.1,48.82
298,2025-03-16,3,2025,C055,P092,D3 Formulations,3,15.44,0.1,41.69
298,2025-03-16,3,2025,C055,P028,B Formulations,3,10.2,0.1,27.54
299,2025-11-10,11,2025,C154,P169,Essential Fatty Acids,2,16.45,0.12,28.95
299,2025-11-10,11,2025,C154,P236,D3 Formulations,2,17.26,0.12,30.38
299,2025-11-10,11,2025,C154,P118,Herbs,4,32.53,0.12,114.51
300,2025-06-07,6,2025,C013,P096,Herbs,3,25.07,0.1,67.69
300,2025-06-07,6,2025,C013,P172,Minerals,1,28.33,0.1,25.5
300,2025-06-07,6,2025,C013,P091,Nutritional Accessories,1,12.88,0.1,11.59
301,2025-09-24,9,2025,C069,P175,Nutritional Accessories,3,8.48,0.1,22.9
302,2025-04-02,4,2025,C180,P078,D3 Formulations,6,10.69,0.15,54.52
303,2025-06-14,6,2025,C079,P092,D3 Formulations,1,15.44,0.12,13.59
304,2025-05-26,5,2025,C076,P050,Herbs,3,24.71,0.2,59.3
305,2025-12-12,12,2025,C132,P193,Multiple Formulas,6,11.03,0.05,62.87
305,2025-12-12,12,2025,C132,P246,Herbs,10,8.92,0.05,84.74
306,2025-07-03,7,2025,C155,P036,Minerals,2,16.67,0.15,28.34
306,2025-07-03,7,2025,C155,P169,Essential Fatty Acids,2,16.45,0.15,27.96
306,2025-07-03,7,2025,C155,P078,D3 Formulations,6,10.69,0.15,54.52
307,2025-09-26,9,2025,C122,P086,C Formulations,3,21.91,0.12,57.84
307,2025-09-26,9,2025,C122,P157,Essential Fatty Acids,1,15.8,0.12,13.9
307,2025-09-26,9,2025,C122,P072,B Formulations,6,27.05,0.12,142.82
307,2025-09-26,9,2025,C122,P017,D3 Formulations,4,13.3,0.12,46.82
307,2025-09-26,9,2025,C122,P147,C Formulations,1,29.49,0.12,25.95
308,2025-01-09,1,2025,C172,P112,Essential Fatty Acids,4,14.14,0.1,50.9
308,2025-01-09,1,2025,C172,P086,C Formulations,3,21.91,0.1,59.16
309,2025-02-02,2,2025,C180,P159,Multiple Formulas,3,8.73,0.12,23.05
310,2025-12-18,12,2025,C101,P057,Nutritional Accessories,2,9.29,0.05,17.65
310,2025-12-18,12,2025,C101,P130,D3 Formulations,1,10.92,0.05,10.37
310,2025-12-18,12,2025,C101,P053,C Formulations,1,17.22,0.05,16.36
310,2025-12-18,12,2025,C101,P129,D3 Formulations,1,15.19,0.05,14.43
310,2025-12-18,12,2025,C101,P136,Minerals,2,23.84,0.05,45.3
311,2025-04-17,4,2025,C104,P066,B Formulations,1,8.7,0.1,7.83
312,2025-08-22,8,2025,C158,P130,D3 Formulations,10,10.92,0.12,96.1
312,2025-08-22,8,2025,C158,P006,Nutritional Accessories,1,18.1,0.12,15.93
312,2025-08-22,8,2025,C158,P015,Nutritional Accessories,1,34.18,0.12,30.08
313,2025-07-07,7,2025,C056,P213,Minerals,2,26.41,0.05,50.18
314,2025-12-23,12,2025,C048,P172,Minerals,6,28.33,0.05,161.48
314,2025-12-23,12,2025,C048,P156,B Formulations,1,31.81,0.05,30.22
315,2025-04-26,4,2025,C067,P209,Herbs,3,9.37,0.12,24.74
316,2025-01-02,1,2025,C161,P180,C Formulations,5,27.06,0.1,121.77
316,2025-01-02,1,2025,C161,P087,Herbs,2,26.06,0.1,46.91
316,2025-01-02,1,2025,C161,P141,Nutritional Accessories,1,27.48,0.1,24.73
317,2025-06-06,6,2025,C021,P217,D3 Formulations,2,19.73,0.12,34.72
318,2025-12-16,12,2025,C110,P182,Essential Fatty Acids,6,20.97,0.2,100.66
319,2025-04-09,4,2025,C032,P197,B Formulations,1,26.72,0.1,24.05
319,2025-04-09,4,2025,C032,P170,Herbs,2,9.68,0.1,17.42
319,2025-04-09,4,2025,C032,P051,Essential Fatty Acids,1,11.06,0.1,9.95
319,2025-04-09,4,2025,C032,P046,D3 Formulations,10,25.65,0.1,230.85
319,2025-04-09,4,2025,C032,P080,D3 Formulations,5,23.59,0.1,106.16
320,2025-01-23,1,2025,C122,P228,Herbs,2,25.1,0.1,45.18
320,2025-01-23,1,2025,C122,P172,Minerals,6,28.33,0.1,152.98
320,2025-01-23,1,2025,C122,P245,Essential Fatty Acids,2,8.01,0.1,14.42
320,2025-01-23,1,2025,C122,P153,Multiple Formulas,1,24.85,0.1,22.36
320,2025-01-23,1,2025,C122,P178,C Formulations,4,21.68,0.1,78.05
320,2025-01-23,1,2025,C122,P112,Essential Fatty Acids,2,14.14,0.1,25.45
320,2025-01-23,1,2025,C122,P240,Nutritional Accessories,1,33.3,0.1,29.97
320,2025-01-23,1,2025,C122,P161,Essential Fatty Acids,4,7.04,0.1,25.34
320,2025-01-23,1,2025,C122,P121,Nutritional Accessories,1,32.92,0.1,29.63
320,2025-01-23,1,2025,C122,P116,D3 Formulations,1,33.27,0.1,29.94
321,2025-09-18,9,2025,C175,P175,Nutritional Accessories,10,8.48,0.1,76.32
321,2025-09-18,9,2025,C175,P226,B Formulations,1,20.59,0.1,18.53
322,2025-11-22,11,2025,C090,P192,C Formulations,2,17.86,0.0,35.72
322,2025-11-22,11,2025,C090,P219,Nutritional Accessories,1,18.58,0.0,18.58
322,2025-11-22,11,2025,C090,P084,Nutritional Accessories,5,6.15,0.0,30.75
322,2025-11-22,11,2025,C090,P165,B Formulations,1,23.13,0.0,23.13
322,2025-11-22,11,2025,C090,P209,Herbs,2,9.37,0.0,18.74
322,2025-11-22,11,2025,C090,P088,Multiple Formulas,5,24.91,0.0,124.55
322,2025-11-22,11,2025,C090,P012,Essential Fatty Acids,1,21.04,0.0,21.04
322,2025-11-22,11,2025,C090,P069,D3 Formulations,1,24.36,0.0,24.36
322,2025-11-22,11,2025,C090,P155,Minerals,1,29.08,0.0,29.08
322,2025-11-22,11,2025,C090,P240,Nutritional Accessories,2,33.3,0.0,66.6
322,2025-11-22,11,2025,C090,P034,B Formulations,2,12.89,0.0,25.78
322,2025-11-22,11,2025,C090,P091,Nutritional Accessories,3,12.88,0.0,38.64
322,2025-11-22,11,2025,C090,P128,Multiple Formulas,1,30.68,0.0,30.68
322,2025-11-22,11,2025,C090,P149,Multiple Formulas,3,32.48,0.0,97.44
322,2025-11-22,11,2025,C090,P051,Essential Fatty Acids,10,11.06,0.0,110.6
323,2025-10-02,10,2025,C024,P137,Multiple Formulas,3,34.71,0.1,93.72
323,2025-10-02,10,2025,C024,P245,Essential Fatty Acids,1,8.01,0.1,7.21
323,2025-10-02,10,2025,C024,P238,Herbs,1,19.29,0.1,17.36
324,2025-08-29,8,2025,C034,P058,Multiple Formulas,2,32.82,0.0,65.64
324,2025-08-29,8,2025,C034,P025,D3 Formulations,1,14.08,0.0,14.08
324,2025-08-29,8,2025,C034,P083,Minerals,2,25.24,0.0,50.48
324,2025-08-29,8,2025,C034,P250,C Formulations,5,8.06,0.0,40.3
325,2025-09-07,9,2025,C039,P087,Herbs,2,26.06,0.0,52.12
325,2025-09-07,9,2025,C039,P048,Essential Fatty Acids,1,20.85,0.0,20.85
325,2025-09-07,9,2025,C039,P190,Herbs,2,30.24,0.0,60.48
325,2025-09-07,9,2025,C039,P132,Minerals,1,33.15,0.0,33.15
325,2025-09-07,9,2025,C039,P237,Herbs,5,24.66,0.0,123.3
325,2025-09-07,9,2025,C039,P118,Herbs,4,32.53,0.0,130.12
325,2025-09-07,9,2025,C039,P102,B Formulations,2,34.22,0.0,68.44
325,2025-09-07,9,2025,C039,P055,Essential Fatty Acids,2,9.99,0.0,19.98
326,2025-04-01,4,2025,C002,P046,D3 Formulations,1,25.65,0.15,21.8
326,2025-04-01,4,2025,C002,P196,B Formulations,3,21.93,0.15,55.92
326,2025-04-01,4,2025,C002,P017,D3 Formulations,3,13.3,0.15,33.92
326,2025-04-01,4,2025,C002,P102,B Formulations,2,34.22,0.15,58.17
327,2025-09-07,9,2025,C107,P154,C Formulations,1,26.36,0.12,23.2
327,2025-09-07,9,2025,C107,P009,Essential Fatty Acids,6,15.79,0.12,83.37
328,2025-11-01,11,2025,C096,P161,Essential Fatty Acids,2,7.04,0.12,12.39
328,2025-11-01,11,2025,C096,P138,Multiple Formulas,4,10.06,0.12,35.41
329,2025-06-06,6,2025,C067,P250,C Formulations,4,8.06,0.1,29.02
329,2025-06-06,6,2025,C067,P161,Essential Fatty Acids,2,7.04,0.1,12.67
330,2025-09-17,9,2025,C083,P175,Nutritional Accessories,1,8.48,0.1,7.63
330,2025-09-17,9,2025,C083,P184,C Formulations,2,29.06,0.1,52.31
330,2025-09-17,9,2025,C083,P120,Minerals,10,6.45,0.1,58.05
330,2025-09-17,9,2025,C083,P226,B Formulations,4,20.59,0.1,74.12
330,2025-09-17,9,2025,C083,P117,Multiple Formulas,1,33.66,0.1,30.29
330,2025-09-17,9,2025,C083,P152,C Formulations,3,29.15,0.1,78.7
330,2025-09-17,9,2025,C083,P154,C Formulations,1,26.36,0.1,23.72
330,2025-09-17,9,2025,C083,P019,Nutritional Accessories,4,14.73,0.1,53.03
331,2025-09-08,9,2025,C155,P177,C Formulations,2,21.41,0.1,38.54
331,2025-09-08,9,2025,C155,P010,B Formulations,3,33.34,0.1,90.02
332,2025-06-15,6,2025,C157,P036,Minerals,1,16.67,0.1,15.0
332,2025-06-15,6,2025,C157,P234,D3 Formulations,1,33.27,0.1,29.94
333,2025-01-15,1,2025,C059,P206,Minerals,3,16.32,0.15,41.62
333,2025-01-15,1,2025,C059,P044,Nutritional Accessories,3,7.18,0.15,18.31
333,2025-01-15,1,2025,C059,P085,Essential Fatty Acids,1,10.66,0.15,9.06
333,2025-01-15,1,2025,C059,P070,Herbs,6,15.83,0.15,80.73
333,2025-01-15,1,2025,C059,P153,Multiple Formulas,3,24.85,0.15,63.37
333,2025-01-15,1,2025,C059,P093,B Formulations,2,27.65,0.15,47.0
333,2025-01-15,1,2025,C059,P171,Nutritional Accessories,4,21.15,0.15,71.91
333,2025-01-15,1,2025,C059,P082,D3 Formulations,2,8.94,0.15,15.2
334,2025-08-16,8,2025,C091,P105,B Formulations,1,24.3,0.0,24.3
334,2025-08-16,8,2025,C091,P166,Multiple Formulas,10,6.88,0.0,68.8
335,2025-08-14,8,2025,C029,P203,Essential Fatty Acids,1,23.74,0.1,21.37
335,2025-08-14,8,2025,C029,P201,Essential Fatty Acids,1,27.4,0.1,24.66
335,2025-08-14,8,2025,C029,P055,Essential Fatty Acids,5,9.99,0.1,44.96
335,2025-08-14,8,2025,C029,P061,C Formulations,5,25.14,0.1,113.13
336,2025-10-18,10,2025,C009,P017,D3 Formulations,1,13.3,0.2,10.64
336,2025-10-18,10,2025,C009,P232,D3 Formulations,3,6.77,0.2,16.25
336,2025-10-18,10,2025,C009,P148,C Formulations,1,31.15,0.2,24.92
336,2025-10-18,10,2025,C009,P125,Minerals,4,30.74,0.2,98.37
336,2025-10-18,10,2025,C009,P002,D3 Formulations,2,29.72,0.2,47.55
336,2025-10-18,10,2025,C009,P103,B Formulations,10,17.4,0.2,139.2
336,2025-10-18,10,2025,C009,P120,Minerals,1,6.45,0.2,5.16
336,2025-10-18,10,2025,C009,P174,D3 Formulations,4,24.06,0.2,76.99
337,2025-05-29,5,2025,C127,P201,Essential Fatty Acids,4,27.4,0.1,98.64
337,2025-05-29,5,2025,C127,P088,Multiple Formulas,6,24.91,0.1,134.51
338,2025-10-07,10,2025,C175,P047,Nutritional Accessories,3,6.48,0.1,17.5
338,2025-10-07,10,2025,C175,P064,Multiple Formulas,1,21.36,0.1,19.22
339,2025-03-25,3,2025,C125,P110,Essential Fatty Acids,2,11.66,0.0,23.32
339,2025-03-25,3,2025,C125,P046,D3 Formulations,1,25.65,0.0,25.65
